Timestamp,Patient ID,Breath Rate,Heart Rate,Patient Status,Range Bin,PTT,PWV,SBP,DBP,Blood Pressure,Leaning Angle
10.469,0,N/A,50.2,Holding Breath,20,,,,,,78.47721720692891
10.533,0,N/A,50.2,Holding Breath,20,,,,,,63.826446051621865
10.623,0,N/A,50.2,Holding Breath,20,,,,,,55.37417389172959
10.708,0,N/A,50.2,Holding Breath,20,,,,,,85.68525408367839
10.814,0,N/A,50.2,Holding Breath,20,,,,,,85.62641121826223
10.890,0,N/A,50.2,Holding Breath,20,,,,,,60.68778154847821
10.990,0,N/A,50.2,Holding Breath,20,,,,,,60.78138310073261
11.084,0,N/A,50.2,Holding Breath,20,,,,,,87.08383030425496
11.163,0,N/A,50.2,Holding Breath,20,,,,,,69.35329323112347
11.248,0,N/A,50.2,Holding Breath,20,,,,,,73.72478841625929
11.348,0,N/A,50.2,Holding Breath,20,,,,,,89.15133682939833
11.433,0,N/A,50.2,Holding Breath,20,,,,,,43.11470396126752
11.509,0,N/A,50.2,Holding Breath,20,,,,,,73.61980742624121
11.614,0,N/A,50.2,Holding Breath,20,,,,,,73.94519224600003
11.697,0,N/A,50.2,Holding Breath,20,,,,,,87.5210522006482
11.788,0,N/A,50.2,Holding Breath,20,,,,,,
11.909,0,Updating,50.2,Presence,20,,,,,,
11.953,0,Updating,50.2,Presence,20,,,,,,66.19768219010446
12.059,0,Updating,50.2,Presence,20,,,,,,51.18726872036507
12.155,0,Updating,50.2,Presence,20,,,,,,72.00445030434324
12.239,0,Updating,50.2,Presence,20,,,,,,64.93941782238946
12.328,0,Updating,50.2,Presence,20,,,,,,81.0873367178257
12.418,0,Updating,50.2,Presence,20,,,,,,51.55083708827484
12.525,0,Updating,50.2,Presence,20,,,,,,66.65171219151131
12.597,0,Updating,50.2,Presence,20,,,,,,15.342832406451151
12.690,0,Updating,50.2,Presence,20,,,,,,78.41352463909006
12.777,0,Updating,50.2,Presence,20,,,,,,80.57049508898375
12.876,0,Updating,50.2,Presence,20,,,,,,55.041166661676165
12.958,0,Updating,50.2,Presence,20,,,,,,48.86550819113764
13.034,0,Updating,50.2,Presence,20,,,,,,24.331310117589737
13.139,0,Updating,50.2,Presence,20,,,,,,88.14904402153623
13.227,0,Updating,50.2,Presence,20,,,,,,81.23534348209677
13.353,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,81.23534348209677
13.397,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,47.756376449843316
13.499,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,72.96865013239318
13.589,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,27.051540834615786
13.688,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,79.98279854342331
13.774,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,80.33103471317145
13.859,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,76.78989555814911
13.947,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,27.618380767473205
14.042,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,29.86630788251682
14.129,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,22.797713784080486
14.220,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,15.894736820862434
14.314,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,15.437347019329351
14.389,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,48.543119585370235
14.479,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,74.37339141966613
14.572,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,31.736868433661
14.678,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,76.49271312806522
14.792,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,76.49271312806522
14.847,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,10.50217081259835
14.939,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,35.066967102384766
15.012,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,63.427430530404436
15.104,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,29.129484031463768
15.193,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,40.13256075712921
15.297,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,15.79843879984179
15.375,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,
15.478,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,66.73553058920871
15.554,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,55.50898794925441
15.657,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,71.35631145659075
15.748,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,86.88920681418745
15.823,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,89.73159477906512
15.927,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,30.930511094033477
16.023,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,85.57840284677815
16.107,0,N/A,50.2,Holding Breath,20,2,0.15,28.0,17.0,1.6470588235294117,70.66779315516884
16.235,0,13.4,50.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,70.66779315516884
16.284,0,13.4,50.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,31.637662586086606
16.367,0,13.4,52.7,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,22.31540823702609
16.458,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,32.41951315154474
16.548,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,35.578314006383735
16.655,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,49.008603727211536
16.726,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,74.77224488847777
16.818,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,34.42599821630506
16.918,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,79.62120578567831
16.993,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,71.3738871778692
17.098,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,57.4787234423148
17.174,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,64.83504229117466
17.263,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,52.4018044347504
17.368,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,86.23897560678013
17.458,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,66.23637950615182
17.548,0,13.4,55.2,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,9.776012012922351
17.670,0,11.7,55.2,Presence,20,9,0.03333333333333333,14.0,7.666666666666666,1.8260869565217392,9.776012012922351
