Timestamp,Patient ID,Breath Rate,Heart Rate,Patient Status,Range Bin,Leaning Angle,Leaning State
900.114,0,16.7,83.7,Presence,18,,unknown
900.201,0,16.7,83.7,Presence,18,,unknown
900.288,0,16.7,83.7,Presence,18,,unknown
900.373,0,16.7,83.7,Presence,18,,unknown
900.467,0,16.7,83.7,Presence,18,,unknown
900.561,0,16.7,83.7,Presence,18,0.0,upright
900.671,0,16.7,83.7,Presence,18,,unknown
900.780,0,11.7,83.7,Presence,21,,unknown
900.828,0,11.7,83.7,Presence,21,,unknown
900.938,0,11.7,83.7,Presence,21,0.0,upright
901.033,0,11.7,83.7,Presence,21,26.597182710928067,leaning right
901.108,0,11.7,83.7,Presence,21,26.597182710928067,leaning right
901.190,0,11.7,83.7,Presence,21,,unknown
901.302,0,11.7,83.7,Presence,21,0.0,upright
901.375,0,11.7,83.7,Presence,21,,unknown
901.459,0,11.7,83.7,Presence,21,,unknown
901.549,0,11.7,83.7,Presence,21,0.0,upright
901.659,0,11.7,83.7,Presence,21,0.0,upright
901.738,0,11.7,83.7,Presence,21,0.0,upright
901.832,0,11.7,83.7,Presence,21,,unknown
901.910,0,11.7,83.7,Presence,21,,unknown
902.008,0,11.7,83.7,Presence,21,,unknown
902.084,0,11.7,83.7,Presence,21,,unknown
902.225,0,10.0,83.7,Presence,21,,unknown
902.272,0,10.0,83.7,Presence,21,0.0,upright
902.367,0,10.0,83.7,Presence,21,0.0,upright
902.454,0,10.0,83.7,Presence,21,0.0,upright
902.548,0,10.0,83.7,Presence,21,36.87685864826271,leaning right
902.642,0,10.0,83.7,Presence,21,0.0,upright
902.721,0,10.0,83.7,Presence,21,0.0,upright
902.816,0,10.0,83.7,Presence,21,,unknown
902.911,0,10.0,83.7,Presence,21,31.97883407230608,leaning right
903.025,0,10.0,83.7,Presence,21,31.97883407230608,leaning right
903.116,0,10.0,83.7,Presence,21,31.97883407230608,leaning right
903.209,0,10.0,83.7,Presence,21,31.97883407230608,leaning right
903.289,0,10.0,83.7,Presence,21,60.37894018524981,leaning right
903.378,0,10.0,83.7,Presence,21,60.37894018524981,leaning right
903.462,0,10.0,83.7,Presence,21,0.0,upright
903.556,0,10.0,83.7,Presence,21,,unknown
903.662,0,8.4,83.7,Presence,21,,unknown
903.725,0,8.4,83.7,Presence,21,0.0,upright
903.819,0,8.4,83.7,Presence,21,60.013383869265546,leaning right
903.914,0,8.4,83.7,Presence,21,60.013383869265546,leaning right
903.992,0,8.4,83.7,Presence,21,57.488220407549534,leaning right
904.086,0,8.4,83.7,Presence,21,,unknown
904.181,0,8.4,83.7,Presence,21,57.488220407549534,leaning right
904.275,0,8.4,83.7,Presence,21,22.663343513785037,leaning right
904.353,0,8.4,83.7,Presence,21,22.663343513785037,leaning right
904.457,0,8.4,83.7,Presence,21,22.663343513785037,leaning right
904.536,0,8.4,83.7,Presence,21,,unknown
904.630,0,8.4,83.7,Presence,21,22.663343513785037,leaning right
904.725,0,8.4,83.7,Presence,21,57.42554006523965,leaning right
904.807,0,8.4,83.7,Presence,21,24.913987151285554,leaning right
904.898,0,8.4,83.7,Presence,21,0.0,upright
904.997,0,8.4,83.7,Presence,21,47.36886651843163,leaning right
905.118,0,18.4,83.7,Presence,21,49.10679963292435,leaning right
905.165,0,18.4,83.7,Presence,21,56.01886755828985,leaning right
905.260,0,18.4,83.7,Presence,21,56.01886755828985,leaning right
905.338,0,18.4,83.7,Presence,21,56.01886755828985,leaning right
905.443,0,18.4,83.7,Presence,21,47.19090115074314,leaning right
905.522,0,18.4,83.7,Presence,21,,unknown
905.621,0,18.4,83.7,Presence,21,37.66574616927075,leaning right
905.711,0,18.4,83.7,Presence,21,,unknown
905.808,0,18.4,83.7,Presence,21,26.8000975129455,leaning right
905.885,0,18.4,83.7,Presence,21,37.66574616927075,leaning right
905.979,0,18.4,83.7,Presence,21,44.577814094636246,leaning right
906.073,0,18.4,83.7,Presence,21,26.8000975129455,leaning right
906.136,0,18.4,83.7,Presence,21,,unknown
906.230,0,18.4,83.7,Presence,21,,unknown
906.341,0,18.4,83.7,Presence,21,26.8000975129455,leaning right
906.433,0,18.4,83.7,Presence,21,26.8000975129455,leaning right
906.552,0,18.4,83.7,Presence,21,49.36283709631777,leaning right
906.599,0,18.4,83.7,Presence,21,,unknown
906.702,0,18.4,83.7,Presence,21,63.67301507947168,leaning right
906.788,0,18.4,83.7,Presence,21,63.67301507947168,leaning right
906.867,0,18.4,83.7,Presence,21,,unknown
906.961,0,18.4,83.7,Presence,21,,unknown
907.055,0,18.4,83.7,Presence,21,69.49412497324772,leaning right
907.149,0,18.4,83.7,Presence,21,69.49412497324772,leaning right
907.244,0,18.4,83.7,Presence,21,63.67301507947168,leaning right
907.332,0,18.4,83.7,Presence,21,56.981432858558854,leaning right
907.418,0,18.4,83.7,Presence,21,63.52113990689576,leaning right
907.510,0,18.4,83.7,Presence,21,,unknown
907.610,0,18.4,83.7,Presence,21,56.829557685982934,leaning right
907.683,0,18.4,83.7,Presence,21,,unknown
907.762,0,18.4,83.7,Presence,21,,unknown
907.856,0,18.4,83.7,Presence,21,,unknown
907.982,0,18.4,83.7,Presence,21,,unknown
908.029,0,18.4,83.7,Presence,21,,unknown
908.123,0,18.4,83.7,Presence,21,,unknown
908.218,0,18.4,83.7,Presence,21,38.71538397560843,leaning right
908.313,0,18.4,83.7,Presence,21,38.71538397560843,leaning right
908.411,0,18.4,83.7,Presence,21,38.14138203102324,leaning right
908.492,0,18.4,83.7,Presence,21,,unknown
908.573,0,18.4,83.7,Presence,21,49.715848693060835,leaning right
908.668,0,18.4,83.7,Presence,21,,unknown
908.762,0,18.4,83.7,Presence,21,38.14138203102324,leaning right
908.842,0,18.4,83.7,Presence,21,,unknown
908.936,0,18.4,83.7,Presence,21,38.14138203102324,leaning right
909.016,0,18.4,83.7,Presence,21,,unknown
909.112,0,18.4,83.7,Presence,21,26.303452351427154,leaning right
909.221,0,18.4,83.7,Presence,21,26.933071162628494,leaning right
909.313,0,18.4,83.7,Presence,21,,unknown
909.427,0,18.4,83.7,Presence,21,,unknown
909.494,0,18.4,83.7,Presence,21,26.09560620048481,leaning right
909.574,0,18.4,83.7,Presence,21,26.09560620048481,leaning right
909.653,0,18.4,83.7,Presence,21,,unknown
909.732,0,18.4,83.7,Presence,21,,unknown
909.826,0,18.4,83.7,Presence,21,,unknown
909.937,0,18.4,83.7,Presence,21,31.391758803078872,leaning right
910.015,0,18.4,83.7,Presence,21,,unknown
910.094,0,18.4,83.7,Presence,21,,unknown
910.188,0,18.4,83.7,Presence,21,,unknown
910.298,0,18.4,83.7,Presence,21,31.391758803078872,leaning right
910.377,0,18.4,83.7,Presence,21,,unknown
910.478,0,18.4,83.7,Presence,21,30.18338102422041,leaning right
910.542,0,18.4,83.7,Presence,21,,unknown
910.652,0,18.4,83.7,Presence,21,,unknown
910.737,0,18.4,83.7,Presence,21,,unknown
910.875,0,18.4,83.7,Presence,21,,unknown
910.922,0,18.4,83.7,Presence,21,,unknown
911.017,0,18.4,83.7,Presence,21,,unknown
911.096,0,18.4,83.7,Presence,21,,unknown
911.196,0,18.4,83.7,Presence,21,26.09560620048481,leaning right
911.293,0,18.4,83.7,Presence,21,,unknown
911.365,0,18.4,83.7,Presence,21,29.562317780260955,leaning right
911.445,0,18.4,83.7,Presence,21,33.020473792795215,leaning right
911.542,0,18.4,83.7,Presence,21,,unknown
911.652,0,18.4,83.7,Presence,21,34.84991481561313,leaning right
911.731,0,18.4,83.7,Presence,21,34.84991481561313,leaning right
911.826,0,18.4,83.7,Presence,21,38.9209728704153,leaning right
911.905,0,18.4,83.7,Presence,21,,unknown
911.999,0,18.4,83.7,Presence,21,,unknown
912.094,0,18.4,83.7,Presence,21,,unknown
912.189,0,18.4,83.7,Presence,21,,unknown
912.298,0,16.7,83.7,Presence,21,,unknown
912.362,0,16.7,83.7,Presence,21,,unknown
912.458,0,16.7,83.7,Presence,21,37.712595091556835,leaning right
912.542,0,16.7,83.7,Presence,21,,unknown
912.622,0,16.7,83.7,Presence,21,33.020473792795215,leaning right
912.718,0,16.7,83.7,Presence,21,,unknown
912.796,0,16.7,83.7,Presence,21,,unknown
912.890,0,16.7,83.7,Presence,21,33.020473792795215,leaning right
913.001,0,16.7,83.7,Presence,21,,unknown
913.092,0,16.7,83.7,Presence,21,37.09153184759738,leaning right
913.179,0,16.7,83.7,Presence,21,37.13984937971685,leaning right
913.269,0,16.7,83.7,Presence,21,48.225151395841706,leaning right
913.354,0,16.7,83.7,Presence,21,43.72643266528722,leaning right
913.442,0,16.7,83.7,Presence,21,32.64113064916236,leaning right
913.520,0,16.7,83.7,Presence,21,,unknown
913.614,0,16.7,83.7,Presence,21,,unknown
913.749,0,15.1,83.7,Presence,21,,unknown
913.795,0,15.1,83.7,Presence,21,,unknown
913.876,0,15.1,83.7,Presence,21,,unknown
913.986,0,15.1,83.7,Presence,21,43.72643266528722,leaning right
914.064,0,15.1,83.7,Presence,21,47.88441502613456,leaning right
914.159,0,15.1,83.7,Presence,21,,unknown
914.237,0,15.1,83.7,Presence,21,,unknown
914.347,0,15.1,83.7,Presence,21,,unknown
914.427,0,15.1,83.7,Presence,21,,unknown
914.504,0,15.1,83.7,Presence,21,,unknown
914.621,0,15.1,83.7,Presence,21,,unknown
914.702,0,15.1,83.7,Presence,21,,unknown
914.796,0,15.1,83.7,Presence,21,47.88441502613456,leaning right
914.876,0,15.1,83.7,Presence,21,57.21107899045778,leaning right
914.976,0,15.1,83.7,Presence,21,,unknown
915.064,0,15.1,83.7,Presence,21,,unknown
915.190,0,20.1,83.7,Presence,21,,unknown
915.253,0,20.1,83.7,Presence,21,44.09461324089311,leaning right
915.332,0,20.1,83.7,Presence,21,,unknown
915.423,0,20.1,83.7,Presence,21,,unknown
915.518,0,20.1,83.7,Presence,21,44.09461324089311,leaning right
915.591,0,20.1,83.7,Presence,21,,unknown
915.702,0,20.1,83.7,Presence,21,56.38538673275814,leaning right
915.792,0,20.1,83.7,Presence,21,56.38538673275814,leaning right
915.860,0,20.1,83.7,Presence,21,,unknown
915.970,0,20.1,83.7,Presence,21,62.15692210931946,leaning right
916.049,0,20.1,83.7,Presence,21,,unknown
916.143,0,20.1,83.7,Presence,21,,unknown
916.224,0,20.1,83.7,Presence,21,62.15692210931946,leaning right
916.315,0,20.1,83.7,Presence,21,,unknown
916.394,0,20.1,83.7,Presence,21,62.15692210931946,leaning right
916.489,0,20.1,83.7,Presence,21,56.38538673275814,leaning right
916.625,0,6.7,83.7,Presence,21,56.38538673275814,leaning right
916.686,0,6.7,83.7,Presence,21,49.04045635975479,leaning right
916.766,0,6.7,83.7,Presence,21,,unknown
916.853,0,6.7,83.7,Presence,21,46.75513288802305,leaning right
