Timestamp,Patient ID,Breath Rate,Heart Rate,Patient Status,Range Bin,PTT,PWV,SBP,DBP,Blood Pressure,Leaning Angle
10.873,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,92.37311369971495
10.905,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,97.7387050778531
10.997,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,95.85702136607209
11.091,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,93.00901965924582
11.182,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,103.33366101893289
11.289,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,95.64198191589418
11.363,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,93.0628313392697
11.443,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,94.7062037233542
11.538,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,64.68277433539339
11.632,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,43.87014678901782
11.712,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,44.92462494325683
11.806,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,44.09697851492404
11.900,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,45.40628066941616
11.995,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,44.66869779602402
12.074,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,40.59164179562147
12.185,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,41.227915219776634
12.301,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,39.823754496049574
12.348,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,38.54530411777574
12.443,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,66.83346782838349
12.539,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,92.56872717708019
12.616,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,100.14857484887602
12.710,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,100.56365923771264
12.805,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,100.54505371334444
12.884,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,106.2775816239442
12.978,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,77.99324043343927
13.073,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,77.45727406494856
13.167,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,81.0299506092799
13.255,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,56.55850853555903
13.348,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,63.043919186800565
13.426,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,
13.508,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,63.33818732886508
13.608,0,N/A,78.7,Holding Breath,20,4,0.075,19.0,11.0,1.7272727272727273,
13.741,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
13.789,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,29.64535552224214
13.872,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,34.84888427093805
13.968,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,39.47679458293364
14.046,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,35.78724710959654
14.157,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,64.46868326279119
14.239,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,40.846843104983954
14.320,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,40.245541875538485
14.415,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,37.62113289535405
14.496,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
14.590,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
14.686,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,29.74546569745206
14.764,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
14.859,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
14.955,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
15.064,0,N/A,78.7,Holding Breath,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,30.1405009981329
15.190,0,26.8,78.7,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,58.041908287355284
15.223,0,26.8,78.7,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,28.13250700588238
15.323,0,26.8,84.5,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,22.840566773666275
15.400,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,
15.496,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,19.569156143757983
15.591,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,-5.335115095616503
15.687,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,23.385802721069176
15.788,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,24.379169339413426
15.863,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,50.061477564998434
15.957,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,50.750497166051346
16.052,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,46.0255575737081
16.131,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,39.6610908039613
16.238,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,61.18453620060618
16.321,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,58.85250804584966
16.401,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,61.02803893431445
16.489,0,26.8,90.4,Presence,20,3,0.09999999999999999,22.0,13.0,1.6923076923076923,83.05787043598619
16.622,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,80.04894895172578
16.670,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,77.7911748678783
16.764,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,75.93573684172155
16.874,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,76.1930370665115
16.954,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,80.18706845753445
17.038,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,89.17187214412263
17.113,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,68.17505909829465
17.224,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,67.01902881122173
17.287,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,42.84401271410612
17.405,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,44.34669544588398
17.494,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,45.61938459374362
17.589,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,46.61674365908281
17.669,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,51.647289336460986
17.749,0,13.4,90.4,Presence,20,1,0.3,46.0,29.0,1.5862068965517242,51.32528518169804
